id,name,accession
5067,Mir490,MGI:3629662
5068,Mir129-1,MGI:2676815
5069,Mir129-2,MGI:3618711
5070,Galnt14,MGI:1918935
5071,E030010N08Rik,MGI:3045962
5072,Otop3,MGI:1916852
5073,9330169B04Rik,MGI:2443134
5074,Clasp2,MGI:1923749
5075,Ncan,MGI:104694
5076,Eif4g3,MGI:1923935
5077,Bcl7a,MGI:1924295
5078,Ppp6r2,MGI:1918724
5079,Uchl4,MGI:1890440
5080,Dscc1,MGI:1919357
5081,Usp22,MGI:2144157
5082,Rhbdl1,MGI:2384891
5083,A330009N23Rik,MGI:2443491
5084,AU021063,MGI:2146136
5085,Arl4c,MGI:2445172
5086,Prdm8,MGI:1924880
5087,A030009H04Rik,MGI:1915359
5088,Nmnat2,MGI:2444155
5089,Pak1,MGI:1339975
5090,Napb,MGI:104562
5091,Odz3,MGI:1345183
5092,Odz4,MGI:2447063
5093,Mir679,MGI:3629899
5094,Nkx6-1,MGI:1206039
5095,Dkk3,MGI:1354952
5096,Dkk2,MGI:1890663
5097,Bsx,MGI:2669849
5098,Pcdh8,MGI:1306800
5099,Fzd10,MGI:2136761
5100,Ctnnd2,MGI:1195966
5101,Tmprss2,MGI:1354381
5102,Tll2,MGI:1346044
5103,Plce1,MGI:1921305
5104,Gns,MGI:1922862
5105,Nwd1,MGI:2442268
5106,Pcyox1,MGI:1914131
5107,B230354K17Rik,MGI:2443272
5108,Wipi1,MGI:1261864
5109,Chrna6,MGI:106213
5110,Iqcj,MGI:3644166
5111,Ttc6,MGI:2684915
5112,Cp,MGI:88476
5113,Slc6a11,MGI:95630
5114,Ube2a,MGI:102959
5115,Klhl1,MGI:2136335
5116,D230002A01Rik,MGI:2441953
5117,Gpr50,MGI:1333877
5118,Gpr83,MGI:95712
5119,Lgi3,MGI:2182619
5120,Cpne7,MGI:2142747
5121,Fibcd1,MGI:2138953
5122,Dcdc5,MGI:3045363
5123,Prr9,MGI:1925680
5124,Plk1s1,MGI:2684960
5125,Kcng3,MGI:2663923
5126,Coil,MGI:104842
5127,Sirpa,MGI:108563
5128,Fign,MGI:1890647
5129,Plb1,MGI:1922406
5130,BC030307,MGI:2387653
5131,Gad2,MGI:95634
5132,Pxk,MGI:1289230
5133,Ints10,MGI:1918135
5134,Hepacam2,MGI:2141520
5135,Lrrc16b,MGI:2448573
5136,Erp27,MGI:1916437
5137,Eno2,MGI:95394
5138,Efnb3,MGI:109196
5139,Kcns2,MGI:1197011
5140,Glra3,MGI:95749
5141,Ccdc85a,MGI:2445069
5142,Cntn3,MGI:99534
5143,Gfra2,MGI:1195462
5144,Dio3,MGI:1306782
5145,Pgr15l,MGI:2676330
5146,Dagla,MGI:2677061
5147,Phka1,MGI:97576
5148,Ranbp2,MGI:894323
5149,Prss33,MGI:2661234
5150,Psmd1,MGI:1917497
5151,Grm5,MGI:1351342
5152,Clcn1,MGI:88417
5153,Gm5433,MGI:3649058
5154,Map3k13,MGI:2444243
5155,Pcdh9,MGI:1306801
5156,Dscaml1,MGI:2150309
5157,Tex19.1,MGI:1920929
5158,Mageb16,MGI:1919217
5159,Kirrel,MGI:1891396
5160,Slc6a7,MGI:2147363
5161,Cd1d1,MGI:107674
5162,Sorcs3,MGI:1913923
5163,Csmd3,MGI:2386403
5164,Dnahc2,MGI:107731
5165,Gabra2,MGI:95614
5166,Rgmb,MGI:1916049
5167,Cdan1,MGI:1916218
5168,Cdh23,MGI:1890219
5169,Srgn,MGI:97756
5170,BC018242,MGI:2384575
5171,Fam65b,MGI:2444879
5172,D10Bwg1379e,MGI:106387
5173,Grm8,MGI:1351345
5174,Chrnb3,MGI:106212
5175,Apba1,MGI:1860297
5176,Bub3,MGI:1343463
5177,C1ql3,MGI:2387350
5178,Lhfp,MGI:1920048
5179,Adam23,MGI:1345162
5180,D130060J02Rik,MGI:2443698
5181,Plcl1,MGI:3036262
5182,Rreb1,MGI:2443664
5183,Nxph1,MGI:107492
5184,Nts,MGI:1328351
5185,Pmfbp1,MGI:1930136
5186,Mfsd7c,MGI:2384974
5187,C130021I20Rik,MGI:3639863
5188,Ptprk,MGI:103310
5189,Ptprr,MGI:109559
5190,Tbca,MGI:107549
5191,Homer2,MGI:1347354
5192,Galntl6,MGI:1913581
5193,Chst2,MGI:1891160
5194,Prkcq,MGI:97601
5195,Rab20,MGI:102789
5196,Slc14a1,MGI:1351654
5197,Gstm1,MGI:95860
5198,Kcnk2,MGI:109366
5199,Slc14a2,MGI:1351653
5200,Suclg2,MGI:1306824
5201,Ak3,MGI:1860835
5202,Rpp30,MGI:1859683
5203,Afap1l2,MGI:2147658
5204,Slc6a9,MGI:95760
5205,Spink3,MGI:106202
5206,B3gnt1,MGI:1919680
5207,Pld2,MGI:892877
5208,Cacnb2,MGI:894644
5209,Cyp4v3,MGI:2142763
5210,Kcnj10,MGI:1194504
5211,Cyp2j9,MGI:1921769
5212,Prokr1,MGI:1929676
5213,Xlr4a,MGI:3574098
5214,Atp1b2,MGI:88109
5215,Trf,MGI:98821
5216,Vps37b,MGI:1916724
5217,Ckap2,MGI:1931797
5218,Heg1,MGI:1924696
5219,Racgap1,MGI:1349423
5220,Eps15,MGI:104583
5221,Bcan,MGI:1096385
5222,Rlbp1,MGI:97930
5223,Phlpp1,MGI:2138327
5224,Pde6c,MGI:105956
5225,Fam69c,MGI:3041188
5226,Galntl1,MGI:1917754
5227,Aldoc,MGI:101863
5228,Scaf11,MGI:1919443
5229,Mdc1,MGI:3525201
5230,Isg20l2,MGI:2140076
5231,Luzp2,MGI:1889615
5232,Irs2,MGI:109334
5233,Cpm,MGI:1917824
5234,Lamp1,MGI:96745
5235,Paqr6,MGI:1916207
5236,Lap3,MGI:1914238
5237,Prex2,MGI:1923385
5238,Aurka,MGI:894678
5239,Paqr7,MGI:1919154
5240,D10Jhu81e,MGI:1351861
5241,Gnl3,MGI:1353651
5242,Tars,MGI:106314
5243,Spc24,MGI:1914879
5244,Dtl,MGI:1924093
5245,Sgol2,MGI:1098767
5246,Shroom3,MGI:1351655
5247,6720463M24Rik,MGI:1924994
5248,Cchcr1,MGI:2385321
5249,Lig1,MGI:101789
5250,Smndc1,MGI:1923729
5251,Mtmr10,MGI:2142292
5252,Exosc7,MGI:1913696
5253,Pds5a,MGI:1918771
5254,4930422G04Rik,MGI:1918893
5255,Mt3,MGI:97173
5256,Txnl4a,MGI:1351613
5257,Diap3,MGI:1927222
5258,Ift80,MGI:1915509
5259,Atad2,MGI:1917722
5260,Hnrnph3,MGI:1926462
5261,Dync2h1,MGI:107736
5262,Eif2s1,MGI:95299
5263,Abhd4,MGI:1915938
5264,Gng12,MGI:1336171
5265,Gpt2,MGI:1915391
5266,P2rx4,MGI:1338859
5267,Stx3,MGI:103077
5268,Tspan18,MGI:1917186
5269,Kcne1l,MGI:1913490
5270,Kif20a,MGI:1201682
5271,2310022B05Rik,MGI:1916801
5272,Fignl1,MGI:1890648
5273,Rrm2,MGI:98181
5274,1190002H23Rik,MGI:1913464
5275,1700029F09Rik,MGI:1922873
5276,Clcn3,MGI:103555
5277,AI464131,MGI:2140300
5278,Qsox1,MGI:1330818
5279,5730590G19Rik,MGI:1924261
5280,Cd1d2,MGI:107675
5281,Rgs20,MGI:1929866
5282,Gjb2,MGI:95720
5283,Lamc3,MGI:1344394
5284,Sh3tc1,MGI:2678949
5285,Rab13,MGI:1927232
5286,Txnip,MGI:1889549
5287,Rassf2,MGI:2442060
5288,Svil,MGI:2147319
5289,Tex15,MGI:1934816
5290,Tfrc,MGI:98822
5291,Mrc2,MGI:107818
5292,Tfpi,MGI:1095418
5293,Pf4,MGI:1888711
5294,Abca9,MGI:2386796
5295,Pik3ip1,MGI:1917016
5296,9430020K01Rik,MGI:2685174
5297,Lyve1,MGI:2136348
5298,Bcl2l10,MGI:1330841
5299,Rspo1,MGI:2183426
5300,Arhgap29,MGI:2443818
5301,Arl4a,MGI:99437
5302,Fbxw24,MGI:3646659
5303,1110012L19Rik,MGI:1915868
5304,Fbxw4,MGI:1354698
5305,Lrba,MGI:1933162
5306,Klkb1,MGI:102849
5307,Tdrd7,MGI:2140279
5308,Samd5,MGI:2444815
5309,Tpd52l1,MGI:1298386
5310,Galnt12,MGI:2444664
5311,Cenpw,MGI:1913561
5312,Lrp1b,MGI:2151136
5313,A630043P06,A630043P06
5314,Scrg1,MGI:1328308
5315,Slc38a6,MGI:3648156
5316,Adam32,MGI:2653822
5317,1700029P11Rik,MGI:1913596
5318,Abi3bp,MGI:2444583
5319,Cdh5,MGI:105057
5320,Rdh10,MGI:1924238
5321,Dhrs7,MGI:1913625
5322,Neurl1a,MGI:1334263
5323,Ntn3,MGI:1341188
5324,Neurl2,MGI:3043305
5325,Gfra3,MGI:1201403
5326,Skor2,MGI:3645984
5327,Stra6,MGI:107742
5328,Dicer1,MGI:2177178
5329,1110008P14Rik,MGI:1920987
5330,Rabac1,MGI:1201692
5331,Tagln3,MGI:1926784
5332,D730040F13Rik,MGI:2445107
5333,Eif2b2,MGI:2145118
5334,P2rx3,MGI:1097160
5335,Rab24,MGI:105065
5336,Ptpn22,MGI:107170
5337,2410004A20Rik,MGI:1914241
5338,Ndufs1,MGI:2443241
5339,Ndufv1,MGI:107851
5340,Atp13a2,MGI:1922022
5341,Car10,MGI:1919855
5342,Arrb2,MGI:99474
5343,R3hdm2,MGI:1919000
5344,Fbxo7,MGI:1917004
5345,6330403K07Rik,MGI:1918001
5346,Rgs11,MGI:1354739
5347,Larp6,MGI:1914807
5348,Sec16b,MGI:2148802
5349,Ttc19,MGI:1920045
5350,Wipi2,MGI:1923831
5351,Ppp3ca,MGI:107164
5352,Scoc,MGI:1927654
5353,Ate1,MGI:1333870
5354,Degs1,MGI:1097711
5355,Senp5,MGI:2443596
5356,Mrps15,MGI:1913657
5357,Serinc1,MGI:1926228
5358,Tcta,MGI:1918829
5359,Nsg1,MGI:109149
5360,Ces2g,MGI:1919611
5361,Pip4k2a,MGI:1298206
5362,Psmb3,MGI:1347014
5363,Hgs,MGI:104681
5364,B3galnt1,MGI:1349405
5365,Fam199x,MGI:2384304
5366,BC002163,MGI:3612445
5367,Slc22a12,MGI:1195269
5368,Ptdss1,MGI:1276575
5369,Ubac1,MGI:1920995
5370,Sh3bgrl3,MGI:1920973
5371,Dok4,MGI:2148865
5372,Dgkz,MGI:1278339
5373,Kctd6,MGI:1918643
5374,Hmox2,MGI:109373
5375,Coro1a,MGI:1345961
5376,Gnaz,MGI:95780
5377,Psmc4,MGI:1346093
5378,Jak1,MGI:96628
5379,Cox19,MGI:1915283
5380,Fbxo9,MGI:1918788
5381,Tmem132a,MGI:2147810
5382,Adar,MGI:1889575
5383,Drd5,MGI:94927
5384,Kif21b,MGI:109234
5385,Large,MGI:1342270
5386,Kcna1,MGI:96654
5387,Npffr2,MGI:1860130
5388,Extl3,MGI:1860765
5389,Unkl,MGI:1921404
5390,Gpr64,MGI:2446854
5391,Pcdhb3,MGI:2136737
5392,Mtmr6,MGI:2145637
5393,Htr3a,MGI:96282
5394,D130043K22Rik,MGI:3036268
5395,4921510H08Rik,MGI:1913966
5396,Pcmtd1,MGI:2441773
5397,4930599N23Rik,MGI:1922629
5398,Snap29,MGI:1914724
5399,5430416O09Rik,MGI:1918656
5400,Ldlrad3,MGI:2138856
5401,Tbc1d19,MGI:1914499
5402,Inpp4a,MGI:1931123
5403,4833439L19Rik,MGI:1921162
5404,Kcnb2,MGI:99632
5405,Zfat,MGI:2681865
5406,Map2k4,MGI:1346869
5407,Tmub2,MGI:1919303
5408,Osgin2,MGI:2384798
5409,Churc1,MGI:1923684
5410,Tprgl,MGI:1915058
5411,Pqlc1,MGI:1914193
5412,Trrap,MGI:2153272
5413,Stx12,MGI:1931027
5414,Rnmt,MGI:1915147
5415,Tmem66,MGI:1915137
5416,Abcc5,MGI:1351644
5417,Ap3s2,MGI:1337060
5418,Mir433,MGI:3619404
5419,Ncoa6,MGI:1929915
5420,Fubp3,MGI:2443699
5421,Bdp1,MGI:1347077
5422,Syna,MGI:2684898
5423,Mir183,MGI:2676847
5424,Mir188,MGI:2676852
5425,Mir186,MGI:2676850
5426,Arid5a,MGI:2443039
5427,Ctcfl,MGI:3652571
5428,Cmpk2,MGI:99830
5429,Cd99l2,MGI:2177151
5430,Slc22a13,MGI:2143107
5431,Gal,MGI:95637
5432,Slc38a10,MGI:1919305
5433,Prkab2,MGI:1336185
5434,Lhfpl1,MGI:1891214
5435,Hpcal1,MGI:1855689
5436,Trappc2,MGI:1913476
5437,2200002K05Rik,MGI:1916387
5438,Atg12,MGI:1914776
5439,Arhgdig,MGI:108430
5440,Pepd,MGI:97542
5441,Arl4d,MGI:1933155
5442,3110057O12Rik,MGI:1915468
5443,Fam102b,MGI:3036259
5444,Bsn,MGI:1277955
5445,Bmpr2,MGI:1095407
5446,Dync1h1,MGI:103147
5447,Nkiras2,MGI:1919216
5448,B4galt5,MGI:1927169
5449,Dtna,MGI:106039
5450,Grik5,MGI:95818
5451,Ncoa2,MGI:1276533
5452,Entpd2,MGI:1096863
5453,5730409E04Rik,MGI:3609248
5454,Ano4,MGI:2443344
5455,Cxx1c,MGI:1920115
5456,Dok6,MGI:3639495
5457,Ankrd13c,MGI:2139746
5458,Aak1,MGI:1098687
5459,Atxn2,MGI:1277223
5460,Cdk5r2,MGI:1330828
5461,Coro2a,MGI:1345966
5462,Agl,MGI:1924809
5463,Mtap7d2,MGI:1917474
5464,Mark1,MGI:2664902
5465,Hcfc1r1,MGI:2663619
5466,Scn2b,MGI:106921
5467,Ttbk2,MGI:2155779
5468,LOC432938,LOC432938
5469,Mir324,MGI:3619335
5470,Mir182,MGI:2676846
5471,Mir138-2,MGI:3618733
5472,Mir138-1,MGI:2676823
5473,Cyp2c37,MGI:1306806
5474,Vps29,MGI:1928344
5475,Nt5m,MGI:1917127
5476,Tomm34,MGI:1914395
5477,Garnl3,MGI:2139309
5478,Gnai1,MGI:95771
5479,Gnal,MGI:95774
5480,Sucla2,MGI:1306775
5481,Trp53i11,MGI:2670995
5482,Pfkm,MGI:97548
5483,Pmm1,MGI:1353418
5484,Adap1,MGI:2442201
5485,Trim36,MGI:106264
5486,Svop,MGI:1915916
5487,Ccdc148,MGI:3039583
5488,Slc9a9,MGI:2679732
5489,Stx16,MGI:1923396
5490,Spag9,MGI:1918084
5491,5330426P16Rik,MGI:1915440
5492,Rhoh,MGI:1921984
5493,4930524E20Rik,MGI:1922347
5494,4921513I03Rik,MGI:1918124
5495,Osbpl8,MGI:2443807
5496,Fbxl2,MGI:1919429
5497,LOC627872,LOC627872
5498,Vps33b,MGI:2446237
5499,Pde4dip,MGI:1891434
5500,LOC671981,LOC671981
5501,Pink1,MGI:1916193
5502,Zfp870,MGI:3029586
5503,LOC329820,LOC329820
5504,Vapb,MGI:1928744
5505,Mdp1,MGI:1915131
5506,Ncdn,MGI:1347351
5507,Tmem33,MGI:1915128
5508,Dnajb2,MGI:1928739
5509,Gas8,MGI:1202386
5510,Xylt2,MGI:2444797
5511,Serpina3n,MGI:105045
5512,Serpina3m,MGI:98378
5513,Cltb,MGI:1921575
5514,Ankrd39,MGI:1914816
5515,Frmd4a,MGI:1919850
5516,Ubr3,MGI:1861100
5517,Sdk1,MGI:2444413
5518,Dhrs1,MGI:1196314
5519,Nf1,MGI:97306
5520,Sars,MGI:102809
5521,Ap2a1,MGI:101921
5522,Cyb5r4,MGI:2386848
5523,Fam188a,MGI:1914210
5524,Susd2,MGI:1918983
5525,Rala,MGI:1927243
5526,Aagab,MGI:1914189
5527,Noc4l,MGI:2140843
5528,Cdk16,MGI:97516
5529,Mgat4b,MGI:2143974
5530,Ppm1j,MGI:1919137
5531,Mpz,MGI:103177
5532,Rnf150,MGI:2443860
5533,Mfhas1,MGI:1098644
5534,Kif3b,MGI:107688
5535,Ube2g1,MGI:1914378
5536,Acot9,MGI:1928939
5537,Fam134b,MGI:1913520
5538,Sacs,MGI:1354724
5539,Prep,MGI:1270863
5540,Il16,MGI:1270855
5541,Krit1,MGI:1930618
5542,Slc25a38,MGI:2384782
5543,Bcap29,MGI:101917
5544,Uqcrb,MGI:1914780
5545,Lysmd4,MGI:1922349
5546,Letmd1,MGI:1915864
5547,Nap1l3,MGI:1859565
5548,Slc35e4,MGI:2144150
5549,Kcnab2,MGI:109239
5550,2810432L12Rik,MGI:1914313
5551,Rnasek,MGI:106369
5552,1110067D22Rik,MGI:1916114
5553,Capza2,MGI:106222
5554,Polr2l,MGI:1913741
5555,Insrr,MGI:1346037
5556,Atpif1,MGI:1196457
5557,A930018M24Rik,MGI:2686053
5558,Txlnb,MGI:2671945
5559,Lep,MGI:104663
5560,Cyp2ab1,MGI:3644957
5561,Fbxl15,MGI:1915681
5562,2310065F04Rik,MGI:1921434
5563,Dnase2b,MGI:1913283
5564,Lalba,MGI:96742
5565,Pi16,MGI:1921366
5566,Mir680-3,MGI:3629889
5567,Mir680-2,MGI:3629961
5568,Mir680-1,MGI:3629682
5569,Fbxo45,MGI:2447775
5570,Mtap7d1,MGI:2384297
5571,A430110N23Rik,MGI:3606211
5572,Rb1cc1,MGI:1341850
5573,Dynlrb1,MGI:1914318
5574,Cideb,MGI:1270844
5575,Apeh,MGI:88041
5576,Akap11,MGI:2684060
5577,Eepd1,MGI:1914734
5578,Syt2,MGI:99666
5579,Pkn1,MGI:108022
5580,Hpca,MGI:1336200
5581,Arpc4,MGI:1915339
5582,Mlycd,MGI:1928485
5583,Shoc2,MGI:1927197
5584,Dgka,MGI:102952
5585,Atp6v1a,MGI:1201780
5586,Gpr137,MGI:2147529
5587,Crbn,MGI:1913277
5588,Atp6v1f,MGI:1913394
5589,Lrsam1,MGI:2684789
5590,Mtmr9,MGI:2442842
5591,Cerk,MGI:2386052
5592,Tmem150c,MGI:3041258
5593,Ppp1r1c,MGI:1923185
5594,Mbp,MGI:96925
5595,Cybasc3,MGI:2686925
5596,Elfn1,MGI:2442479
5597,Arhgap21,MGI:1918685
5598,Chdh,MGI:1860776
5599,Hars,MGI:108087
5600,Lyzl4,MGI:1916282
5601,Scn11a,MGI:1345149
5602,Urm1,MGI:1915455
5603,Farsa,MGI:1913840
5604,Ppef1,MGI:1097157
5605,D930030O05Rik,MGI:2443927
5606,Gm4755,MGI:3779434
5607,Gm9387,MGI:3643269
5608,Rbm46,MGI:3645057
5609,Myo3b,MGI:2448580
5610,5330438I03Rik,MGI:2685831
5611,Lilra5,MGI:3647196
5612,Fuca2,MGI:1914098
5613,Usp25,MGI:1353655
5614,Gm5546,MGI:3648205
5615,Ahnak2,MGI:2144831
5616,Paqr9,MGI:1922802
5617,Padi3,MGI:1338891
5618,Tapbp,MGI:1201689
5619,Prkg1,MGI:108174
5620,Psme4,MGI:2143994
5621,Rab4a,MGI:105069
5622,Nrp2,MGI:1100492
5623,Vti1b,MGI:1855688
5624,Hras1,MGI:96224
5625,Izumo4,MGI:1918814
5626,Rad51l1,MGI:1099436
5627,Npy1r,MGI:104963
5628,Rab21,MGI:894308
5629,Tns4,MGI:2144377
5630,Kctd20,MGI:1914239
5631,Gpd1l,MGI:1289257
5632,Ywhab,MGI:1891917
5633,Rimkla,MGI:3040686
5634,Edn3,MGI:95285
5635,Fmn2,MGI:1859252
5636,Rab11fip2,MGI:1922248
5637,Tns3,MGI:2443012
5638,Lor,MGI:96816
5639,Fermt1,MGI:2443583
5640,Bcr,MGI:88141
5641,8430427H17Rik,MGI:1918765
5642,Mir200b,MGI:2676875
5643,Hsd17b7,MGI:1330808
5644,Col5a1,MGI:88457
5645,Celsr1,MGI:1100883
5646,Srpk3,MGI:1891338
5647,Cfc1,MGI:109448
5648,Tmem176a,MGI:1913308
5649,Dmgdh,MGI:1921379
5650,Aim1,MGI:109544
5651,Igfbp3,MGI:96438
5652,Lypd6b,MGI:1919147
5653,Ddo,MGI:1925528
5654,Grik3,MGI:95816
5655,Nptx2,MGI:1858209
5656,Fam20c,MGI:2136853
5657,Clu,MGI:88423
5658,Igfbp5,MGI:96440
5659,Sdsl,MGI:2182607
5660,Adcy8,MGI:1341110
5661,Lpar3,MGI:1929469
5662,Gpx2,MGI:106609
5663,Cpn1,MGI:2135874
5664,Lefty2,MGI:2443573
5665,Aldh1a2,MGI:107928
5666,Smoc1,MGI:1929878
5667,Nepn,MGI:1913900
5668,Sh3glb1,MGI:1859730
5669,Igf2bp3,MGI:1890359
5670,Smu1,MGI:1915546
5671,Espn,MGI:1861630
5672,Oc90,MGI:1313269
5673,Igf2bp2,MGI:1890358
5674,Sdhd,MGI:1914175
5675,Ccnd2,MGI:88314
5676,Gpc6,MGI:1346322
5677,Ywhag,MGI:108109
5678,Fnbp4,MGI:1860513
5679,Cdk19,MGI:1925584
5680,Fam168b,MGI:2448487
5681,Taar5,MGI:2685073
5682,Grxcr1,MGI:3577767
5683,2900010M23Rik,MGI:1914517
5684,Krt26,MGI:2444913
5685,Fgf5,MGI:95519
5686,D19Ertd386e,MGI:1196316
5687,Lama3,MGI:99909
5688,Luzp1,MGI:107629
5689,Krt14,MGI:96688
5690,Eppk1,MGI:2386306
5691,Mmp11,MGI:97008
5692,Ifi202b,MGI:1347083
5693,Ifitm7,MGI:1921732
5694,Psmd8,MGI:1888669
5695,Tiam1,MGI:103306
5696,Cant1,MGI:1923275
5697,Itgb4,MGI:96613
5698,Lypd3,MGI:1919684
5699,Nt5c2,MGI:2178563
5700,Pkp1,MGI:1328359
5701,Tgm3,MGI:98732
5702,Tmem79,MGI:1919163
5703,Selenbp2,MGI:104859
5704,Ndufaf4,MGI:1915743
5705,Cables1,MGI:1927065
5706,Amd1,MGI:88004
5707,Amd2,MGI:1333111
5708,Mst1,MGI:96080
5709,Tmbim1,MGI:1916910
5710,Selenbp1,MGI:96825
5711,Ptgdr,MGI:102966
5712,Alms1,MGI:1934606
5713,Cldn10,MGI:1913101
5714,5730559C18Rik,MGI:1921579
5715,Cbr2,MGI:107200
5716,Mir455,MGI:3629649
5717,Mir199a-2,MGI:3618742
5718,Mir199a-1,MGI:2676863
5719,Acsm2,MGI:2385289
5720,Mir743b,MGI:3718560
5721,Mir742,MGI:3709840
5722,Krt73,MGI:3607712
5723,Cnfn,MGI:1919633
5724,Klk13,MGI:3615275
5725,Tgm1,MGI:98730
5726,AL023051,MGI:2141017
5727,Prdm6,MGI:2684938
5728,Atp9a,MGI:1330826
5729,Bcl2l2,MGI:108052
5730,Rpl7l1,MGI:1913479
5731,Scn1a,MGI:98246
5732,Arl6ip1,MGI:1858943
5733,Pdia4,MGI:104864
5734,Phldb1,MGI:2143230
5735,Cox7b,MGI:1913392
5736,Defa-rs2,MGI:99592
5737,Ddx6,MGI:104976
5738,Esd,MGI:95421
5739,H1fx,MGI:2685307
5740,Urgcp,MGI:1919296
5741,Gas5,MGI:95659
5742,Galt,MGI:95638
5743,Prmt1,MGI:107846
5744,Cadm1,MGI:1889272
5745,Inpp1,MGI:104848
5746,Mfap2,MGI:99559
5747,Mapre1,MGI:891995
5748,Pkig,MGI:1343086
5749,Pgm2,MGI:97565
5750,Raet1c,MGI:109431
5751,Ptprd,MGI:97812
5752,Col1a1,MGI:88467
5753,Rbmx,MGI:1343044
5754,Pts,MGI:1338783
5755,Pura,MGI:103079
5756,Rap2b,MGI:1921262
5757,Pygb,MGI:97828
5758,S100a11,MGI:1338798
5759,Tbc1d15,MGI:1913937
5760,Tpbg,MGI:1341264
5761,Slc1a5,MGI:105305
5762,Trove2,MGI:106652
5763,Gm3168,MGI:3781347
5764,Limch1,MGI:1924819
5765,Klk8,MGI:1343327
5766,Cwc22,MGI:2136773
5767,C77545,MGI:2147780
5768,2810040C05Rik,MGI:1919969
5769,Kctd12,MGI:2145823
5770,H2-K1,MGI:95904
5771,Axin1,MGI:1096327
5772,Suv39h1,MGI:1099440
5773,Cldn6,MGI:1859284
5774,Slc2a3,MGI:95757
5775,Agpat3,MGI:1336186
5776,Col6a2,MGI:88460
5777,Pde9a,MGI:1277179
5778,Csnk2a1,MGI:88543
5779,Arc,MGI:88067
5780,Npy2r,MGI:108418
5781,Kank4,MGI:3043381
5782,Usp42,MGI:1924050
5783,Fzd5,MGI:108571
5784,Abcc4,MGI:2443111
5785,Optn,MGI:1918898
5786,Cryaa,MGI:88515
5787,Necab2,MGI:2152211
5788,Hmx1,MGI:107178
5789,Foxn4,MGI:2151057
5790,Grlf1,MGI:1929494
5791,Pomt1,MGI:2138994
5792,Sfrp1,MGI:892014
5793,Frs3,MGI:2135965
5794,S100a10,MGI:1339468
5795,Cep68,MGI:2667663
5796,Smurf1,MGI:1923038
5797,Rab30,MGI:1923235
5798,Tubg2,MGI:2144208
5799,4933402E13Rik,MGI:1921687
5800,Cntnap2,MGI:1914047
5801,Sox12,MGI:98360
5802,Mir187,MGI:2676851
5803,Gpr37,MGI:1313297
5804,Art3,MGI:1202729
5805,Slc30a9,MGI:1923690
5806,Adcy3,MGI:99675
5807,S100a7a,MGI:2687194
5808,Adcy1,MGI:99677
5809,D030059C06Rik,MGI:2444039
5810,Ssu72,MGI:1916241
5811,Snx11,MGI:1921729
5812,Mfap3l,MGI:1918556
5813,Cluap1,MGI:1924029
5814,Tm7sf2,MGI:1920416
5815,Cc2d1b,MGI:2443076
5816,Agps,MGI:2443065
5817,Stambpl1,MGI:1923880
5818,Ndufa1,MGI:1929511
5819,P2rx2,MGI:2665170
5820,Pgrmc2,MGI:1918054
5821,D0H4S114,MGI:99444
5822,Traf4,MGI:1202880
5823,Ric8,MGI:2141866
5824,Dbh,MGI:94864
5825,Nhedc2,MGI:2140077
5826,Mcf2,MGI:96932
5827,Sohlh1,MGI:2684956
5828,Myadm,MGI:1355332
5829,Abl2,MGI:87860
5830,Fsd2,MGI:2444310
5831,Mir511,MGI:3718546
5832,Mir532,MGI:3629950
5833,Mir539,MGI:3619427
5834,Stx11,MGI:1921982
5835,Dmp1,MGI:94910
5836,1700001C02Rik,MGI:1922684
5837,Mvp,MGI:1925638
5838,Ly86,MGI:1321404
5839,Slc9a2,MGI:105075
5840,Myo1d,MGI:107728
5841,Aebp2,MGI:1338038
5842,Actn3,MGI:99678
5843,Zfhx4,MGI:2137668
5844,Myot,MGI:1889800
5845,Ngf,MGI:97321
5846,Wnt10b,MGI:108061
5847,Dscam,MGI:1196281
5848,Bhlhe22,MGI:1930001
5849,Armcx2,MGI:1914666
5850,Anln,MGI:1920174
5851,Ercc6l,MGI:2654144
5852,Mecp2,MGI:99918
5853,Ngfrap1,MGI:1338016
5854,Derl3,MGI:1917627
5855,Ptbp1,MGI:97791
5856,Ptbp2,MGI:1860489
5857,Fbxl16,MGI:2448488
5858,Epha6,MGI:108034
5859,Pyy,MGI:99924
5860,Ret,MGI:97902
5861,Foxe1,MGI:1353500
5862,L1cam,MGI:96721
5863,Anxa4,MGI:88030
5864,Rbp4,MGI:97879
5865,Lgals3bp,MGI:99554
5866,Cd97,MGI:1347095
5867,9130017N09Rik,MGI:1926156
5868,Glp2r,MGI:2136733
5869,Akr1c13,MGI:1351662
5870,Serpina1d,MGI:891968
5871,Pank1,MGI:1922985
5872,Slc9a1,MGI:102462
5873,Clec2e,MGI:3028921
5874,Sephs2,MGI:108388
5875,Rnf186,MGI:1914075
5876,Trim31,MGI:2385051
5877,Cdh17,MGI:1095414
5878,Cnn1,MGI:104979
5879,Fam83f,MGI:2146227
5880,P2rx1,MGI:1098235
5881,Blnk,MGI:96878
5882,Slc44a3,MGI:2384860
5883,Gcg,MGI:95674
5884,Fam48a,MGI:1929651
5885,Cdkn1c,MGI:104564
5886,Tceal6,MGI:1923939
5887,Hs6st1,MGI:1354958
5888,Sp9,MGI:3574660
5889,Zfp704,MGI:2180715
5890,Krt36,MGI:109364
5891,Wnt10a,MGI:108071
5892,Psmc2,MGI:109555
